

('Направление: 03.03.01 Прикладные математика и физика','Рус','Мат','Физ','Инф','ИТ','МПД',NULL,NULL,NULL,NULL,NULL,'Соч.','Баллы',NULL,NULL),
('12',NULL,'65','92','56','62',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'285',NULL,NULL),
('13',NULL,'85','50','72',NULL,'68',NULL,NULL,NULL,NULL,NULL,NULL,'283',NULL,NULL),
('14','81','78','43','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'270',NULL,NULL),
('15','77','52','45','91',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'270',NULL,NULL),
('16','51','91','51','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'267',NULL,NULL),
('17',NULL,'94','45','61',NULL,'52',NULL,NULL,NULL,NULL,NULL,NULL,'255',NULL,NULL),
('Образовательная программа: Архитектурное проектирование',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','85','98','95','87',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'375',NULL,NULL),
('2',NULL,'99','90','60','98',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'357',NULL,NULL),
('3',NULL,'80','81','90','95',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'346',NULL,NULL),
('4','71','90','100','72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'343',NULL,NULL),
('5',NULL,'98','75','89',NULL,'70',NULL,NULL,NULL,NULL,NULL,NULL,'342',NULL,NULL),
('6','85','98','70','75',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'336',NULL,NULL),
('7','75','96','65','85',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'331',NULL,NULL),
('8','64','93','70','87',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'319',NULL,NULL),
('9','70','90','75','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'311',NULL,NULL),
('10',NULL,'73','85','60','83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'311',NULL,NULL),
('11','85','69','60','83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'307',NULL,NULL),
('12',NULL,'92','50','87',NULL,'68',NULL,NULL,NULL,NULL,NULL,NULL,'306',NULL,NULL),
('13','53','96','93','60',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'302',NULL,NULL),
('14','67','88','63','73',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'301',NULL,NULL),
('15',NULL,'98','60','61',NULL,'74',NULL,NULL,NULL,NULL,NULL,NULL,'300',NULL,NULL),
('16',NULL,'97','45','75',NULL,'72',NULL,NULL,NULL,NULL,NULL,NULL,'294',NULL,NULL),
('17','59','75','78','77',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'293',NULL,NULL),
('18','63','87','70','67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'292',NULL,NULL),
('19',NULL,'65','95','60','62',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'292',NULL,NULL),
('20',NULL,'85','78','75',NULL,'46',NULL,NULL,NULL,NULL,NULL,NULL,'288',NULL,NULL),
('21',NULL,'65','48','72',NULL,'80',NULL,NULL,NULL,NULL,NULL,NULL,'275',NULL,NULL),
('22',NULL,'64','60','77',NULL,'58',NULL,NULL,NULL,NULL,NULL,NULL,'269',NULL,NULL),
('23','67','71','55','72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'265',NULL,NULL),
('24','81','65','42','70',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'262',NULL,NULL),
('25','68','82','45','57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'259',NULL,NULL),
('26','63','86','40','63',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'256',NULL,NULL),
('Образовательная программа: Градостроительство',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1',NULL,'90','68','73',NULL,'74',NULL,NULL,NULL,NULL,NULL,NULL,'315',NULL,NULL),
('2',NULL,'89','65','79',NULL,'68',NULL,NULL,NULL,NULL,NULL,NULL,'306',NULL,NULL),
('3',NULL,'93','70','64',NULL,'68',NULL,NULL,NULL,NULL,NULL,NULL,'302',NULL,NULL),
('4','73','77','52','81',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'293',NULL,NULL),
('5',NULL,'97','50','55',NULL,'66',NULL,NULL,NULL,NULL,NULL,NULL,'278',NULL,NULL),
('6','70','74','55','70',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'274',NULL,NULL),
('7',NULL,'75','42','75',NULL,'64',NULL,NULL,NULL,NULL,NULL,NULL,'263',NULL,NULL),
('8',NULL,'100','60','49',NULL,'46',NULL,NULL,NULL,NULL,NULL,NULL,'258',NULL,NULL),
('Образовательная программа: Реставрация и приспособление объектов архитектурного наследия',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1',NULL,'97','70','95','97',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'359',NULL,NULL),
('2','77','88','93','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'332',NULL,NULL),
('3','88','81','58','67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'301',NULL,NULL),
('4',NULL,'72','72','60','74',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'288',NULL,NULL),
('5','88','67','45','79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'284',NULL,NULL),
('6','67','80','45','77',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'279',NULL,NULL),
('7','70','82','55','67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'277',NULL,NULL),
('8','55','73','60','67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'262',NULL,NULL),
('9',NULL,'90','43','67',NULL,'52',NULL,NULL,NULL,NULL,NULL,NULL,'262',NULL,NULL),
('10',NULL,'75','55','79',NULL,'40',NULL,NULL,NULL,NULL,NULL,NULL,'258',NULL,NULL),
('Образовательная программа: Урбанистика в архитектуре',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','67','96','50','73',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'290',NULL,NULL),
('Направление: 08.03.01 Строительство','Рус','ФвПД','МПД','Физ','Мат','Инф','Хим',NULL,NULL,NULL,NULL,'Соч.','Баллы',NULL,NULL),
('Образовательная программа: Автодорожные мосты и тоннели',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','58',NULL,NULL,'55','60',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'183',NULL,NULL),
('2','67',NULL,NULL,NULL,'40',NULL,'65',NULL,NULL,NULL,NULL,NULL,'172',NULL,NULL),
('3','67',NULL,NULL,'55','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'172',NULL,NULL),
('4','58','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'172',NULL,NULL),
('5','58',NULL,NULL,'55','58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'171',NULL,NULL),
('6','60',NULL,NULL,'60','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'171',NULL,NULL),
('7','56',NULL,NULL,NULL,'55','53',NULL,NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('8','54',NULL,NULL,'53','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('9','58','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('10','69',NULL,NULL,'43','40',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'161',NULL,NULL),
('11','56','53','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('12','54',NULL,NULL,'51','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('13','54','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('Образовательная программа: Автомобильные дороги',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','83','85','85',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'253',NULL,NULL),
('2','72',NULL,NULL,'42','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'185',NULL,NULL),
('3','60','53','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'178',NULL,NULL),
('4','58',NULL,NULL,'42','58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'165',NULL,NULL),
('5','58','53','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('6','56','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('7','54','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('8','67',NULL,NULL,'41','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('Образовательная программа: Водоснабжение и водоотведение',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','87',NULL,NULL,'70','76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'243',NULL,NULL),
('2','63',NULL,NULL,'68','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'201',NULL,NULL),
('3','83',NULL,NULL,'45','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'182',NULL,NULL),
('4','65','55','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'173',NULL,NULL),
('5','54','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('Образовательная программа: Зеленое строительство (реализуется в рамках стратегического проекта "Т-университет")',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','58',NULL,NULL,NULL,'55',NULL,'51',NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('2','56','53','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('Образовательная программа: Инновационное промышленное и гражданское строительство',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','95',NULL,NULL,'83','78',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'261',NULL,NULL),
('2','89',NULL,NULL,'58','70',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'217',NULL,NULL),
('3','69',NULL,NULL,'52','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'192',NULL,NULL),
('4','72',NULL,NULL,NULL,'52','54',NULL,NULL,NULL,NULL,NULL,NULL,'187',NULL,NULL),
('5','58',NULL,NULL,NULL,'66','51',NULL,NULL,NULL,NULL,NULL,NULL,'181',NULL,NULL),
('6','69',NULL,NULL,'53','52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'181',NULL,NULL),
('7','58','53','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('8','64',NULL,NULL,NULL,'46','48',NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('9','54','55','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('Образовательная программа: Информационное моделирование в городском строительстве (реализуется Институтом опережающих технологий "Школа Икс")',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','72',NULL,NULL,NULL,'78','83',NULL,NULL,NULL,NULL,NULL,NULL,'238',NULL,NULL),
('2','70',NULL,NULL,NULL,'40','78',NULL,NULL,NULL,NULL,NULL,NULL,'197',NULL,NULL),
('3','61',NULL,NULL,NULL,'58','70',NULL,NULL,NULL,NULL,NULL,NULL,'192',NULL,NULL),
('4','69',NULL,NULL,NULL,'58','48',NULL,NULL,NULL,NULL,NULL,NULL,'184',NULL,NULL),
('5','58',NULL,NULL,NULL,'66','54',NULL,NULL,NULL,NULL,NULL,NULL,'181',NULL,NULL),
('6','60',NULL,NULL,NULL,'53','65',NULL,NULL,NULL,NULL,NULL,NULL,'178',NULL,NULL),
('7','58',NULL,NULL,NULL,'58','60',NULL,NULL,NULL,NULL,NULL,NULL,'176',NULL,NULL),
('8','60',NULL,NULL,NULL,'52','59',NULL,NULL,NULL,NULL,NULL,NULL,'176',NULL,NULL),
('9','69',NULL,NULL,NULL,'40','59',NULL,NULL,NULL,NULL,NULL,NULL,'173',NULL,NULL),
('10','56',NULL,NULL,NULL,'53','60',NULL,NULL,NULL,NULL,NULL,NULL,'169',NULL,NULL),
('11','54',NULL,NULL,NULL,'46','62',NULL,NULL,NULL,NULL,NULL,NULL,'169',NULL,NULL),
('12','49',NULL,NULL,NULL,'52','64',NULL,NULL,NULL,NULL,NULL,NULL,'168',NULL,NULL),
('13','60','53','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'166',NULL,NULL),
('14','55',NULL,NULL,NULL,'46','56',NULL,NULL,NULL,NULL,NULL,NULL,'161',NULL,NULL),
('15','72',NULL,NULL,'44','40',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'161',NULL,NULL),
('16','58','51','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('17','56','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('18','63',NULL,NULL,'44','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('19','54',NULL,NULL,NULL,'53','51',NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('Образовательная программа: Проектирование зданий',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','90',NULL,NULL,'85','91',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'273',NULL,NULL),
('2','87',NULL,NULL,'59','72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'228',NULL,NULL),
('3','72',NULL,NULL,NULL,'72',NULL,'80',NULL,NULL,NULL,NULL,NULL,'224',NULL,NULL),
('4','85',NULL,NULL,NULL,'72','62',NULL,NULL,NULL,NULL,NULL,NULL,'223',NULL,NULL),
('5','75',NULL,NULL,'70','68',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'221',NULL,NULL),
('6','73','71','75',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'219',NULL,NULL),
('7','75',NULL,NULL,NULL,'64','70',NULL,NULL,NULL,NULL,NULL,NULL,'213',NULL,NULL),
('8','79',NULL,NULL,'56','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'206',NULL,NULL),
('9','77',NULL,NULL,'55','68',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'205',NULL,NULL),
('10','72',NULL,NULL,NULL,'52','72',NULL,NULL,NULL,NULL,NULL,NULL,'201',NULL,NULL),
('11','79',NULL,NULL,NULL,'58','56',NULL,NULL,NULL,NULL,NULL,NULL,'198',NULL,NULL),
('12','70',NULL,NULL,NULL,'66','54',NULL,NULL,NULL,NULL,NULL,NULL,'198',NULL,NULL),
('13','81',NULL,NULL,'47','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'196',NULL,NULL),
('14','72',NULL,NULL,'56','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'196',NULL,NULL),
('15','57',NULL,NULL,NULL,'64','70',NULL,NULL,NULL,NULL,NULL,NULL,'195',NULL,NULL),
('16','75',NULL,NULL,'55','58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'193',NULL,NULL),
('17','67',NULL,NULL,NULL,'64','54',NULL,NULL,NULL,NULL,NULL,NULL,'189',NULL,NULL),
('18','65',NULL,NULL,NULL,'58',NULL,'53',NULL,NULL,NULL,NULL,NULL,'186',NULL,NULL),
('19','51',NULL,NULL,'55','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'178',NULL,NULL),
('20','49',NULL,NULL,NULL,'66','59',NULL,NULL,NULL,NULL,NULL,NULL,'177',NULL,NULL),
('21','49',NULL,NULL,NULL,'58','62',NULL,NULL,NULL,NULL,NULL,NULL,'176',NULL,NULL),
('22','60',NULL,NULL,'51','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'176',NULL,NULL),
('23','66',NULL,NULL,'45','58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'174',NULL,NULL),
('24','58','51','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'174',NULL,NULL),
('25','75',NULL,NULL,'48','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'173',NULL,NULL),
('26','63',NULL,NULL,'60','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'172',NULL,NULL),
('27','70',NULL,NULL,NULL,'46','51',NULL,NULL,NULL,NULL,NULL,NULL,'171',NULL,NULL),
('28','66',NULL,NULL,'48','52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'169',NULL,NULL),
('29','57',NULL,NULL,NULL,'52','56',NULL,NULL,NULL,NULL,NULL,NULL,'169',NULL,NULL),
('30','72',NULL,NULL,'43','52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'167',NULL,NULL),
('31','59',NULL,NULL,NULL,'53','53',NULL,NULL,NULL,NULL,NULL,NULL,'165',NULL,NULL),
('32','61','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'165',NULL,NULL),
('33','54',NULL,NULL,NULL,'52','56',NULL,NULL,NULL,NULL,NULL,NULL,'165',NULL,NULL),
('34','72',NULL,NULL,'43','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'165',NULL,NULL),
('35','60','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('36','60',NULL,NULL,'51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('37','58','51','55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('38','63',NULL,NULL,NULL,'46','51',NULL,NULL,NULL,NULL,NULL,NULL,'164',NULL,NULL),
('39','58','51','53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162',NULL,NULL),
('40','64',NULL,NULL,NULL,'46','46',NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('41','54',NULL,NULL,'51','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'160',NULL,NULL),
('42','64',NULL,NULL,'46','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'159',NULL,NULL),
('43','56','51','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('44','56','51','51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'158',NULL,NULL),
('Образовательная программа: Проектирование и строительство инженерных систем альтернативной энергетики',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','95','85','98',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'278',NULL,NULL),
('2','72',NULL,NULL,NULL,'78','75',NULL,NULL,NULL,NULL,NULL,NULL,'228',NULL,NULL),
('3','73',NULL,NULL,'53','68',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'201',NULL,NULL),
('4','70',NULL,NULL,'45','40',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'163',NULL,NULL),
('Образовательная программа: Производство строительных материалов, изделий и конструкций',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL),
('1','81',NULL,NULL,NULL,'80','78',NULL,NULL,NULL,NULL,NULL,NULL,'244',NULL,NULL),
('2','76','77','81',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'234',NULL,NULL),
('3','85',NULL,NULL,'61','76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'232',NULL,NULL),
('4','75','77','79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'231',NULL,NULL),
('5','76','69','83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'228',NULL,NULL),
('6','72','80','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'228',NULL,NULL),
('7','74',NULL,NULL,'76','71',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'221',NULL,NULL),
('8','76','73','71',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'220',NULL,NULL),
('9','91',NULL,NULL,'48','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'210',NULL,NULL),
('10','72',NULL,NULL,'58','66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'199',NULL,NULL),
('11','73',NULL,NULL,NULL,'64','56',NULL,NULL,NULL,NULL,NULL,NULL,'193',NULL,NULL),
('12','79',NULL,NULL,NULL,'46','59',NULL,NULL,NULL,NULL,NULL,NULL,'189',NULL,NULL),
('13','79',NULL,NULL,NULL,'58','46',NULL,NULL,NULL,NULL,NULL,NULL,'188',NULL,NULL),
('14','72',NULL,NULL,'48','58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'183',NULL,NULL),
('15','64',NULL,NULL,'48','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'181',NULL,NULL),
('16','60',NULL,NULL,'44','72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'180',NULL,NULL),
('17','69',NULL,NULL,'48','52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'174',NULL,NULL),
('18','70',NULL,NULL,'52','46',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'173',NULL,NULL),
('19','61',NULL,NULL,NULL,'52','54',NULL,NULL,NULL,NULL,NULL,NULL,'172',NULL,NULL),
('20','61',NULL,NULL,'42','64',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'171',NULL,NULL),
